Time,Url,Question,Answer,點閱數,資料更新,資料檢視,資料維護
2023-12-17 12:46:47,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=ADDAD6F257A002ED,環境講習是什麼？為什麼除了繳錢還要上課？, 1.依據環境教育法第二十三條規定：「自然人、法人、設有代表人或管理人之非法人團體、中央或地方機關（構）或其他組織違反環境保護法律或自治條例之行政法上義務，經處分機關處分停工、停業或新臺幣五千元以上罰鍰者，處分機關並應令該自然人、法人、機關或團體指派有代表權之人或負責環境保護權責人員接受一小時以上八小時以下環境講習。」2.依據環境教育法第二十四條規定：「機關、公營事業機構、高級中等以下學校或政府捐助基金累計超過百分之五十之財團法人，違反第十九條第一項、第二項所定辦法，主管機關應命其限期辦理；屆期未辦理者，處新臺幣五千元以上一萬五千元以下罰鍰，並令其依前條所指派之人接受一小時以上八小時以下環境講習。」 ,6662.0,112-12-05 09:57,112-12-05 09:57,臺北市政府環境保護局綜合企劃科
2023-12-17 12:46:49,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=6C20631ED7901FDB,講習日期及地點為何？講習一定要本人去嗎，如果沒去會怎樣？, 1.臺北市政府環境保護局會另行寄發環境講習通知書通知環境講習對象及受處分人，環境講習通知書會詳細註明上課日期及地點。2.依據環境講習執行辦法第七條規定：「環境講習對象接受環境講習均應親自出席，不得代理。」3.依據環境教育法第二十四條之一第二項規定：「經主管機關令接受環境講習，除有正當理由無法如期參加，得申請延期一次者外，拒不接受環境講習或時數不足者，以自然人、法人、設有代表人或管理人之非法人團體、中央或地方機關（構）或其他組織為處分對象，處新臺幣五千元以上一萬五千元以下罰鍰。」 ,9681.0,112-12-05 09:57,112-12-05 09:57,臺北市政府環境保護局綜合企劃科
2023-12-17 12:46:51,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=DF6C100608984AFE,講習時數如何計算？, 1.依據環境教育法第二十三條規定：「自然人、法人、設有代表人或管理人之非法人團體、中央或地方機關（構）或其他組織違反環境保護法律或自治條例之行政法上義務，經處分機關處分停工、停業或新臺幣五千元以上罰鍰者，處分機關並應令該自然人、法人、機關或團體指派有代表權之人或負責環境保護權責人員接受一小時以上八小時以下環境講習。」2.依據環境教育法第二十四條規定：「機關、公營事業機構、高級中等以下學校或政府捐助基金累計超過百分之五十之財團法人，違反第十九條第一項、第二項所定辦法，主管機關應命其限期辦理；屆期未辦理者，處新臺幣五千元以上一萬五千元以下罰鍰，並令其依前條所指派之人接受一小時以上八小時以下環境講習。」3.依據環境講習執行辦法第八條第一項規定：「處分機關裁處環境講習，應依附件一計算環境講習時數。」詳見附表。  ,6666.0,112-12-05 09:57,112-12-05 09:57,臺北市政府環境保護局綜合企劃科
2023-12-17 12:46:51,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=D592DA69D718FD3F,家戶欲丟棄廢棄機油及液態油漆，該如何處理？, 家戶產生之廢潤滑油應以容器盛裝蓋緊，並標示油品後交由機車行、汽車維修廠及加油站等所設置之廢潤滑油回收站或於周一、二、四、五、六清運日，按本局定時、定點時地免費交清潔隊進行回收。另有關廢棄液態油漆，請民眾將廢棄油漆倒出用報紙包覆後，用專用垃圾袋盛裝，循一般廢棄物交付線上垃圾車，油漆罐則交由本局資源回收車回收。 ,55382.0,112-11-16 09:15,112-11-16 09:15,臺北市政府環境保護局環境清潔管理科
2023-12-17 12:46:52,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=8ECA639A903AA5B8,如何申請田園城市有機肥料？領取地點在哪?, 臺北市民可於每季開放申請期間，將以新聞稿及臉書通知，並透過「田園銀行網路平台」線上申請，每季每人限領取1份，滿額為止。領取地點：如附件申請及發放時間可密切關注臺北市環保局Facebook粉絲專頁或田園城市Facebook粉絲專頁。如有相關問題請洽臺北市民當家熱線免付費服務電話1999轉7284。 ,16287.0,112-09-06 10:58,112-11-24 18:41,臺北市政府環境保護局廢棄物處理管理科
2023-12-17 12:46:54,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=3CD7F01BE6D8F195,請問要如何成為環保義工？, ㄧ、一般環保義工加入條件：凡臺北市民、學生等不分男女老少，確具工作熱忱與服務志趣，志願協助本市環境保護工作者，均歡迎踴躍參加。二、環保義工加入辦法：環保義工大隊可分為社會環保義工及學生環保義工兩種。(ㄧ)社會環保義工:凡社會人士均可加入，可選擇加入居住或設籍所在地之環保義工中隊(目前以行政區區分:共有環保義工中隊12隊)組織下的分隊(目前多以里為分隊)，或以民間、企業團體名義組隊。報名說明:1.個人者:a.請直接向所屬里辦公處登記加入社會環保義工分隊成員。b.若所居住或設籍所在地里辦公處之里長並非為社會環保義工分隊分隊長時，可直接洽詢環保局綜合企劃科。2.社會人士報名人數達20人以上者：可組隊向居住或設籍所在地之環保義工中隊(所屬行政區民政課)登記新成立社會環保義工分隊。3.民間、企業團體環保義工(人數達20人以上者):各企業團體及公司行號歡迎組隊報名；請直接向環保局綜合企劃科登記成立環保義工分隊。(二)學生環保義工:本市公私立各級學校(含大專院校)均可報名。報名說明:1.學生個人：請直接向學校(衛生組)報名參加。2.本市公私立各級學校(含大專院校):請學校組隊向環保局綜合企劃科報名，成立學生環保義工中隊。  ,9273.0,112-12-05 09:54,112-12-05 09:54,臺北市政府環境保護局綜合企劃科
2023-12-17 12:46:56,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=60C3D8313F6353B4,請說明對於環保義工打掃公園、道路所產生之垃圾將如何處理？, 對於環保義工協助打掃公園、道路，或辦理國家清潔週等專案活動時所產生之垃圾，環保局除已規劃由清潔隊專案免費清運外，亦已製作特定專用垃圾袋，供有環保義工之機關、學校領取一定數量備用，免費分送環保義工維護公共環境清潔使用，以避免影響環保義工協助維護環境清潔意願。 ,1186.0,112-12-05 09:55,112-12-05 09:55,臺北市政府環境保護局綜合企劃科
2023-12-17 12:46:58,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=E0A44A2B0425935E,餐飲業油脂截留器產生之廢棄物清理方式, 1.依照工務局衛生下水道工程處「油脂截留器使用維護及設計說明」內容，產源業者應隨時注意及定時清除殘渣浮油，落實設備維護，避免堵塞及除油失效，且須依使用頻率定期保養，並適時清理設備之油泥。2.油脂截留器功能係將污水中油脂及浮渣停留在「除油室」，其中「油脂塊」及「浮渣」可參考下列方式處理：（1）如油脂截留器係以簡易過濾方式收集之「油脂塊」及「浮渣」，可併入廚餘或一般垃圾清除處理。（2）如油脂截留器係加入混凝劑、助凝劑等簡易化學處理方式後收集之「油脂塊」及「浮渣」，可併入一般垃圾清除處理。3.如每日排出之廢棄物總量逾30公斤，則廚餘及一般垃圾應委由合格廢棄物清除機構清除。相關疑義請洽環保局廢棄物處理管理科（電話27208889轉7290）。 ,1731.0,112-11-24 18:41,112-11-24 18:41,臺北市政府環境保護局廢棄物處理管理科
2023-12-17 12:47:01,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=3357692B7CB4BD1E,申請社區節能改造核銷，須準備哪些文件？, (社區節能改造補助自111年9月30日起停止受理。)(一)申請社區節能改造核銷，請準備如下文件：1.成果報告書。2.設備保固書。3.社區管委會匯款帳號及存摺影本（未成立管委會者填寫附表「切結書（未設立管委會之社區）」及檢附社區代表人存摺影本）。4.收款領據。5.廢空調機回收證明聯單（無申請免附）。6.核銷憑證（收據或發票影本）。(二)申請表格請至「市民服務大平臺」網站/環境保護局/臺北市社區節能改造核銷下載。 ,203.0,112-04-21 14:32,112-11-21 14:22,臺北市政府環境保護局氣候變遷管理科
2023-12-17 12:47:03,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=E128A1FB3369F15A,申請社區節能改造補助，須準備哪些文件？, (社區節能改造補助自111年9月30日起停止受理。)(一)申請社區節能改造補助，請準備下列文件：1.補助申請書。2.社區管委會立案登記證書或備案證明影本（未報備管委會以住戶同意書替代）。3.設備汰換廠商報價單。4.對民間團體及個人補（捐）助經費切結書。5.空調設備或中央空調系統之能源效率標示或標準證明（無申請免附）。6.照明設備節能標章使用證書及燈具檢測證明（無申請免附）。7. 調閱用電資料同意書。8. 社區公共用電電費單影本。(二)申請表格請至「市民服務大平臺」網站/環境保護局/臺北市社區節能改造補助下載。 ,267.0,112-04-21 14:33,112-11-21 14:22,臺北市政府環境保護局氣候變遷管理科
2023-12-17 12:47:05,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=FBDF344F5A0E5F96,每年跨年度元旦連假(12月31日至1月1日)垃圾清運情形為何?, 跨年度元旦連假(12月31日至1月1日)垃圾清運， 依本局實施垃圾及資源回收物(廚餘)週收五日，週日及週三不收之原則處理。 ,11865.0,112-11-14 18:36,112-11-14 18:36,臺北市政府環境保護局環境清潔管理科
2023-12-17 12:47:07,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=6C07613F63A20405,開發行為是否應實施環境影響評估?, 開發行為是否應實施環境影響評估，應依據「環境影響評估法」相關規定辦理，請至環保署網站(http://www.epa.gov.tw)點選「環保法規」進入後再點選「環境影響評估」查詢；另亦可至環保局網站（http://www.dep.gov.taipei/）點選「 臺北市環評資訊查詢專區」進入「 其他文件」選擇「開發行為是否應實施環境影響評估判釋表」下載文件使用。   ,3268.0,111-02-10 17:37,112-11-28 16:09,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:10,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=0ADF30A98EBDAA4F,申請工廠登記，是否都需要申報事業廢棄物清理計畫書？, 有關申請工廠登記是否需提報事業廢棄物清理計畫書，應依行政院環保署公告「應檢具事業廢棄物清理計畫書之事業」規定之事業類別辦理，經判定屬上述應提報該計畫書之事業，請於工廠實質運作前申報「事業廢棄物清理計畫書」送環保局審查；或請洽環保局廢棄物處理管理科(02-27208889轉7289)。    ,6570.0,111-01-24 14:51,112-11-28 16:08,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:12,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=49C1A7EE769101DC,申請工廠登記，是否應檢附水污染防治措施計畫書？, 有關申請工廠登記，若屬「水污染防治法事業分類及定義」所稱之事業，應請檢附「水污染防治措施計畫及許可申請表」另送環保局審查；或請洽環保局水質病媒管制科(02-27208889轉7261)。   ,5518.0,111-01-24 14:18,112-11-28 16:08,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:14,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=683F6EE97FBB2176,申請工廠登記，是否應檢附土壤污染評估調查及檢測資料？, 有關申請工廠登記，若屬土壤及地下水污染整治法第8、9條規定之工廠類別，應請檢附「土壤污染評估調查及檢測資料」另送環保局審查；或請洽環保局水質病媒管制科 (02-27208889轉7264)。   ,6195.0,111-01-24 14:18,112-11-28 16:08,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:16,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=9B929B6A2C3CB489,申請工廠登記，須準備哪些文件？, (一)申請工廠登記，有關環保設施審查部分請檢附下列文件：1.申請書。2.工廠基本資料表，包含：(1)生產製造(或修護、組裝)流程圖(2)機械配置圖等資料。3.工廠登記申請書：若為既設工廠辦理變更，請檢附本府產業發展局原核准工廠登記證明文件。4.工廠總表（一家者免附）。5.水費單影本或完成衛生下水道接管證明。6.公司核准函影本（含登記事項表等資料）。7.應審查符合環保規定項目表(菸酒製造業申請時檢附)以上文件請備妥一式二份，二份文件中，其中一份須為正本，且所有文件均請蓋公司大小章，若係影本部分請切結「核與正本相符」，請於送件前先向本府產業發展局確認產業類別項目。 (二)相關資訊請至「市民服務大平臺」網站(https://service.gov.taipei/)/環境保護局/工廠登記、變更登記、設立許可或變更許可有關環保設施審查申請下載表格文件使用。   ,13227.0,111-01-24 14:18,112-11-28 16:08,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:17,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=9197AB01419062C1,申請工廠登記，是否應提送環境影響說明書？, 申請工廠登記，若屬於「環境影響評估法」及「開發行為應實施環境影響評估細目及範圍認定標準」所規範應辦理環境影響評估之工廠類別，請向產業發展局提出環境影響說明書，再由該局轉送環保局審查。 ,5561.0,111-01-24 14:19,112-11-28 16:09,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:19,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=820B5D1D883D04C0,申請工廠登記，如工廠是租賃的，無法取得水費單如何申辦？, 工廠若屬租賃無法取得水費單，若屬「水污染防治法事業分類及定義」所稱之事業，其廢(污)水已納入公共下水道部分，應請另檢具完成衛生下水道接管證明（請向本府工務局衛工處申請）或含代徵下水道費用之水費單影本；若非屬「水污染防治法事業分類及定義」所稱之事業，免檢具水費單影本（廢(污)水已、未納入公共下水道部分皆免）；或請洽環保局水質病媒管制科(02-27208889轉7261)。    ,5656.0,111-01-24 14:19,112-11-28 16:08,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:21,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=D805CA29F1405B64,公害糾紛調處費用如何計算收取？, 1.對非因損害賠償而申請調處者，明定其收取調處費為新台幣一千元。 2.公害糾紛事件因損害賠償而申請調處及裁決者，每件收取調處費及裁決費新台幣三千元。 3.公害糾紛當事人如依其他法令申請有關機關鑑定受害原因；於查明原因後，再依本法申請調處時，其調處費減半收取。 4.公害事件申請調處後，因相對人明示拒絕處理或無正常理由連續兩次避不參與調處致調處視為不成立時，為鼓勵申請人再次依法申請裁決，減半收取裁決費。   ,5751.0,110-11-25 12:00,112-12-05 10:07,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:23,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=EFA3C06DB4246FED,公害糾紛調處案件當請求事項變更或追加時，費用應如何計算？, 處理程序進行中，因請求事項變更或追加致請求金額增加時，其調處費及裁決費應依規定分別計算追繳其差額。  ,5261.0,110-11-25 12:01,112-12-05 10:07,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:26,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=3AC76DCD4255418B,公害糾紛調處案件當事人撤回申請時，其已繳納費用是否能退還？, 為鼓勵公害糾紛之當事人運用本法公正、迅速、有效處理公害糾紛，為避免當事人於申請調處後任意撤回其申請，致已進行之程序徒勞無功，故依規定已繳納之費用，不得申請退還。 ,5319.0,110-11-25 12:01,112-12-05 10:07,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:28,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=9D5402AFBE48822A,臺北市公害糾紛調處的申請流程?, 公害糾紛當事人向本府公害糾紛調處委員會提出申請－環保局受理->通知繳交調處費->調處費送交秘書室->召開公害糾紛調處委員會議，若調處成立，將調處書發文送請管轄法院核定；若調處不成立，申請人則可向原調處委員會申請裁決。相關資訊請至「臺北市民e點通」網站(http://www.e-services.taipei.gov.tw/)/業務類別/環保類/其他類/臺北市環保公害糾紛調處下載表格文件使用。   ,5946.0,110-11-25 12:03,112-12-05 10:07,臺北市政府環境保護局綜合企劃科
2023-12-17 12:47:30,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=6BFB0D43CB70C782,如何申請「生態防蚊診所」服務, 生態防蚊診所申請服務對象：社區管理委員會、機關、學校申請方式：下載「臺北市生態防蚊診所-申請表(odt檔案)」，以電子郵件、傳真或郵寄方式寄至臺北市環保局，即可完成申請服務。申請管道：(1)郵寄：臺北市信義區市府路1號7樓東北區水質病媒管制科(2)傳真：02-27206235(3)電子郵件：la-elizasu@gov.taipei  ,5468.0,112-11-28 17:14,112-11-28 17:14,臺北市政府環境保護局水質病媒管制科
2023-12-17 12:47:30,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=C1A208140E26F140,市民如何得知各里戶外環境噴藥日期及應注意事項, 1.噴藥日期可上環保局網站查詢。2.環保局對全市456里於每年(5～10月)每2個月執行1次戶外環境噴藥工作，每年(11～4月)每3個月執行1次戶外環境噴藥工作。3.各里里長於噴藥前會張貼噴藥告示或廣播提醒里民注意。4.噴藥時應注意事項：(1)請市民於噴藥期間緊閉門窗、勿進入噴藥人員半徑50公尺內，如巧遇請盡速離開；另本局所使用之環境用藥為行政院環境保護署認證許可之環境用藥殺蟲劑，用途為防治蚊蟲、蒼蠅、蟑螂及跳蚤，噴藥作業前亦加以稀釋200倍，符合環境用藥管理法規定，稀釋後的藥劑人體容易代謝，正確之使用對人體並無刺激性，若非長時間接觸或吸入，並不會導致中毒。(2)請家長勸導孩童勿跟隨噴藥人員。(3)請市民看好寵物及注意孩童。 ,24424.0,112-11-28 17:14,112-11-28 17:14,臺北市政府環境保護局水質病媒管制科
2023-12-17 12:47:33,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=89C2EFD5CEE90DD8,申請「生態防蚊診所」的條件, 本局目前開放有需求的「社區管理委員會」、「機關」、「學校」及「文化景點」掛號申請。  ,4247.0,112-11-28 17:15,112-11-28 17:15,臺北市政府環境保護局水質病媒管制科
2023-12-17 12:47:35,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=BE20CF13D9598BDC,什麼是生態防蚊？, 以專業診斷蚊蟲孳生源，判定蚊蟲種類，以生態防治方式，調整減少社區室內殺蟲劑使用，提升更健康環保安全的居住品質。  ,4049.0,112-11-28 17:15,112-11-28 17:15,臺北市政府環境保護局水質病媒管制科
2023-12-17 12:47:35,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=7C47D9467E3D0C82,發現水溝蚊蟲孳生或蚊蟲過多時，如何處理？, 1.水溝孳生蚊蟲，多因水溝淤積成為蚊蟲孳生源，清疏水溝消除孳生源，即可避免蚊蟲孳生，並不一定需要噴藥。且環保局所屬各區清潔隊每年皆已排定環境噴藥日程，定期派員至各區、里、鄰之街、道、巷、弄、公共區域及鄰里公園執行環境噴藥工作，目前約2至3個月巡迴噴藥一次。2.蚊子產卵在各式積水處，如水溝淤積處、地下室積水、電梯機坑積水、盆栽底盤積水等，噴藥只能殺死成蚊，藥效過了以後，倘積水未清除，蚊子又會再度孳生，一再噴藥不僅污染環境且會讓蚊子產生抗藥性。3.倘發現水溝孳生蚊蟲時，可向1999市民熱線報案清疏水溝，環保局會立即派員前往處理，倘水溝清疏後，仍有蚊蟲孳生，可再向1999報案，請環保局派員噴藥。若仍有其他相關問題，請電洽環保局水質病媒管制科(02-27208889轉7260)  ,19783.0,112-11-28 17:14,112-11-28 17:14,臺北市政府環境保護局水質病媒管制科
2023-12-17 12:47:37,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=7B10961C47F23A72,機車罰單之罰款應如何繳交？逾期繳納罰款是否會加重？, 一、民眾接到裁處書(含繳款單)後，可透過以下方式繳款：利用智慧型手機或電腦瀏覽器透過網際網路至臺北市政府智慧支付平台繳納罰款，目前配合的支付業者有街口支付、悠遊付、停車大聲公、台北富邦網路銀行、橘子支付、歐付寶、Pi拍錢包、簡單付(ezPay) 、嗶嗶繳、friDay理財+及車麻吉等11家提供服務，另智慧支付平台同時提供信用卡繳款服務，如無使用第三方支付亦可用信用卡繳款。透過繳款單上ATM帳號，以轉帳方式繳納。持繳款單至四大超商門市（7-11、全家、萊爾富、OK）、郵局或台北富邦銀行繳納。如有任何繳款問題可洽大隊詢問 (電話：02-25923600轉277)。二、對於未繳清罰款者，本局採車輛禁止異動措施；若經本局催繳仍未繳清罰款則移送行政執行署申請強制執行，至於罰款金額不會因逾期繳納加重。三、若經移送至法務部行政執行署各分署強制執行之案件，將依執行情形酌收執行必要費用。 ,9228.0,112-11-14 11:23,112-11-14 11:23,臺北市政府環境保護局環保稽查大隊
2023-12-17 12:47:37,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=F97FC91F3249EC24,檢舉民眾亂丟垃圾或張貼廣告物等行為，是否可以領取獎金?可以向誰檢舉?, 一、若於本市發現違反行為，請民眾於7日內向本局設立之違反廢棄物清理法案件檢舉系統網站檢舉，檢舉時請於網站上傳違規證物（載有日期時間之未經編輯、修改或後製之照片及影片）及詳載人（如可供查詢之車牌、居所等）、事（如違反事實及當時情形描述）、時（年、月、日、時、分）、地（如門牌號碼、地標）、物（如垃圾、煙蒂等污染物），本局受理案件後，依法進行後續查證作業，如經查證屬實告發者，違規人亦繳款結案後，再以mail通知檢舉人領取檢舉獎金，可依不同檢舉事項獲得實收罰鍰一定比例之獎金。二、若有疑問可電洽本局環保稽查大隊02-25923600（臺北市大同區重慶北路三段347號4樓）。 ,10285.0,112-11-14 11:22,112-11-14 11:22,臺北市政府環境保護局環保稽查大隊
2023-12-17 12:47:38,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=928F22BAD9930EBD,本人接獲違反環保法令舉發通知書該如何處置?另環保相關罰單，該如何繳納罰款？, 一、如民眾收到違反各類環保法令舉發通知書時，若針對遭舉發內容有疑義時可利用通知書提出陳述意見書，並依通知書上之傳真或郵寄資訊傳送至環保稽查大隊，環保稽查大隊收到後將依據陳述意見內容判斷是否處分，如仍須處分者將依行政程序寄發違反環保法令裁處書及繳款單。二、民眾接到違反各類環保法令裁處書及繳款單後，可透過以下方式繳款：利用智慧型手機或電腦瀏覽器透過網際網路至臺北市政府智慧支付平台繳納罰款，目前配合的支付業者有街口支付、悠遊付、停車大聲公、台北富邦網路銀行、橘子支付、歐付寶、Pi拍錢包、簡單付(ezPay) 、嗶嗶繳、friDay理財+及車麻吉等11家提供服務，另智慧支付平台同時提供信用卡繳款服務，如無使用第三方支付亦可用信用卡繳款。透過繳款單上ATM帳號，以轉帳方式繳納。持繳款單至四大超商門市（7-11、全家、萊爾富、OK）、郵局或台北富邦銀行繳納。有任何繳款問題可洽大隊詢問 (電話：02-25923600轉277)。 ,5295.0,112-11-14 11:22,112-11-14 11:22,臺北市政府環境保護局環保稽查大隊
2023-12-17 12:47:40,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=ADF60738114390ED,請問一、民眾如何檢舉污染環境行為？二、獎金領取規定為何？三、承辦單位聯絡窗口為何？, 一、民眾於本市發現污染環境行為可利用本府陳情系統、民眾檢舉違反廢棄物清理法管理系統進行檢舉。二、為鼓勵民眾協助糾舉違反廢棄物清理法之污染行為，依據「臺北市檢舉違反廢棄物清理法案件獎勵辦法」，民眾於本市發現如遛狗(或其他寵物)糞便未隨手清理、違規棄置垃圾包及亂丟煙蒂、檳榔汁渣或其他違反廢棄物清理法之行為，應於發現違規行為日起七日內至環保局設立之違反廢棄物清理法案件檢舉系統網站，敘明違規事實並檢附具體證據資料，詳細內容可參考本局環保稽查大隊網頁上方項目列表-業務資訊內的「檢舉獎勵專區」。三、環保局稽查大隊承辦聯絡窗口02-25923600轉215（臺北市大同區重慶北路三段347號4樓）。 ,827.0,112-11-14 11:22,112-11-14 11:22,臺北市政府環境保護局環保稽查大隊
2023-12-17 12:47:42,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=E55BB351D753E05C,要驗車輛噪音遇到下雨或天氣不好能檢測嗎？, 本項檢驗因法規規定遇雨(含地溼)不適合檢驗，如遇天候不佳請先聯絡機動車輛噪音檢驗站之檢驗人員（電話：0963-033502），於檢測時間該檢驗人員會接聽電話，由現場人員判斷是否可以做檢測。若無法做檢測且檢驗期限欲到期，可填寫通知到檢單背面的表格展延，傳真至02-25922021，並請來電（02-25923600#322、323、210、211）確認是否傳真成功（若遇假日請於平日上班時間來電確認），完成之後會由後臺登記展延，不另發通知單。 ,2283.0,112-11-14 11:22,112-11-14 11:22,臺北市政府環境保護局環保稽查大隊
2023-12-17 12:47:44,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=D0C2C78F54F33C52,車輛噪音檢驗如何申請去外縣市檢驗？, 請於通知到檢單背面表格填寫完之後傳真至02-25922021，並請來電（02-25923600#210、211）確認是否傳真成功（若遇假日請於平日上班時間來電確認），成功後將發文予申請之外縣市環保局，外縣市環保局會另外寄發通知到檢單予民眾，並重新給予檢驗時間及期限。 ,1078.0,112-11-14 11:21,112-11-14 11:21,臺北市政府環境保護局環保稽查大隊
2023-12-17 12:47:46,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=88CC59F94FB367D0,要從事化糞池水肥清運業務，該如何辦理？費用及期限為何？," 申辦丙級廢棄物（水肥清運）清除許可之審查費為5,000元（線上提出申請後繳納），證照費為1,000元（核准通過後繳納），審查期限為18天，許可證照期限為5年，其申辦所需文件可上網進入臺北市政府市民服務大平台網站(https://service.gov.taipei/)，點選機關分類「環境保護局」進入，再點選「丙級廢棄物（水肥清運）清除許可及展延申請」進入，再點選網路申辦之「立即線上申辦」進入，即可開始填寫申請表並提出申請，另申辦所需文件資料及表格可至「書表下載」頁面下載。相關業務洽詢請撥02-27208889轉2147。   ",8325.0,111-01-18 17:47,112-11-24 18:41,臺北市政府環境保護局廢棄物處理管理科
2023-12-17 12:47:49,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=5427FBEF0933FA08,網路如何查詢公廁分布地點？, 1.請至環保局網頁查詢路徑為以下方式：首頁 > 業務資訊 > 業務服務 > 資源循環管理科 > 公廁分級及位置 > 公廁分級及位置查詢2.請下載愛台北APP查詢路徑為以下方式：首頁 > 進入地圖服務 > 公廁   ,2826.0,112-11-15 13:57,112-11-15 13:57,臺北市政府環境保護局資源循環管理科
2023-12-17 12:47:51,https://www.dep.gov.taipei/News_Content.aspx?n=ACEFA960B5A4ACD7&sms=87415A8B9CE81B16&s=462B76683C8B17A5,未用完之專用垃圾袋是否可自行販售？, 依「臺北市一般廢棄物清除處理費徵收自治條例」第8條及第9條，未經環保局同意，私自販售、網路拍賣專用垃圾袋者，處新臺幣3萬元以上10萬元以下罰鍰。 ,1611.0,112-11-15 14:07,112-11-15 14:07,臺北市政府環境保護局資源循環管理科
